Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality,Acres_seeded
Soybean,Loamy,6.5,19.67969745,80,12.16508956,63,60,55,78.37343649,59.33333333,23
Corn,Peaty,5.5,26.80082092,73.19917908,12.45641133,66,49.5,35,19.09353693,25.08333333,93
Barley,Clay,6.25,29.181509,70.818491,6.72357522,60,50,40,5.366918763,43.75,57
Soybean,Peaty,5.5,21.33367453,78.66632547,7.990589926,49.5,45,38.5,42.0673409,22.16666667,70
Barley,Clay,6.25,25.64308725,74.35691275,15.24572774,60,50,40,29.57427642,43.75,100
Soybean,Loamy,6.5,28.97128339,71.02871661,14.40047325,63,60,55,9.268205775,59.33333333,19
Corn,Loamy,6.5,19.72446162,80,9.464043643,84,66,50,79.29060277,66.66666667,87
Barley,Loamy,6.5,21.05664034,78.94335966,10.45572925,70,60,50,80.57234879,60,7
Soybean,Clay,6.25,21.62828523,78.37171477,7.768341804,54,50,44,55.01467267,43.16666667,88
Rice,Loamy,6.5,15.11464513,80,13.25239926,91,72,55,1.278317365,72.66666667,6
Barley,Peaty,5.5,24.76148765,75.23851235,10.11287897,55,45,35,27.51428801,22.5,63
Soybean,Loamy,6.5,25.61119876,74.38880124,8.337311371,63,60,55,40.2135858,59.33333333,42
Corn,Peaty,5.5,19.5693685,80,8.243575026,66,49.5,35,62.04707742,25.08333333,43
Barley,Clay,6.25,21.69569619,78.30430381,5.508227064,60,50,40,66.74724903,43.75,65
Soybean,Clay,6.25,22.04556319,77.95443681,10.86468739,54,50,44,50.75566159,43.16666667,11
Corn,Sandy,6.75,21.70574375,78.29425625,9.696025251,60,44,30,41.74584281,39.08333333,49
Rice,Sandy,6.75,28.17451906,71.82548094,17.17466446,65,48,33,47.0660917,42.58333333,48
Corn,Clay,6.25,29.33596531,70.66403469,6.079450428,72,55,40,4.814626055,48.70833333,32
Soybean,Loamy,6.5,25.42252573,74.57747427,12.39398365,63,60,55,44.25114186,59.33333333,57
Corn,Loamy,6.5,29.84690893,70.15309107,9.530910588,84,66,50,1.63295759,66.66666667,65
Rice,Clay,6.25,22.1907895,77.8092105,11.43808286,78,60,44,45.84736401,53.08333333,26
Soybean,Peaty,5.5,19.83827581,80,11.87589458,49.5,45,38.5,51.90705877,22.16666667,41
Corn,Loamy,6.5,28.06933173,71.93066827,9.333670114,84,66,50,17.82283728,66.66666667,9
Barley,Clay,6.25,26.84665511,73.15334489,8.725833352,60,50,40,23.01003024,43.75,39
Soybean,Peaty,5.5,25.26770315,74.73229685,12.91482869,49.5,45,38.5,27.25944873,22.16666667,45
Corn,Peaty,5.5,13.87990089,80,10.00125389,66,49.5,35,22.94052436,25.08333333,40
Barley,Clay,6.25,19.711989,80,14.9911985,60,50,40,71.31014059,43.75,44
Soybean,Loamy,6.5,19.30970841,80,11.09343918,63,60,55,88.26546875,59.33333333,97
Soybean,Clay,6.25,19.32859773,80,9.544798725,54,50,44,69.01013819,43.16666667,96
Barley,Clay,6.25,23.87688538,76.12311462,6.312842657,60,50,40,48.52695004,43.75,94
Soybean,Loamy,6.5,21.71313723,78.28686277,9.853104907,63,60,55,78.99995069,59.33333333,57
Corn,Peaty,5.5,25.94601652,74.05398348,9.442226557,66,49.5,35,20.24306196,25.08333333,96
Soybean,Sandy,6.75,27.14558465,72.85441535,6.281334704,45,40,33,15.99362232,34.41666667,52
Corn,Peaty,5.5,26.42943484,73.57056516,10.31601713,66,49.5,35,21.72265727,25.08333333,27
Barley,Sandy,6.75,21.95827353,78.04172647,8.866229919,50,40,30,42.4062152,35,91
Soybean,Peaty,5.5,28.69731735,71.30268265,12.59254211,49.5,45,38.5,6.158052099,22.16666667,94
Rice,Clay,6.25,15.89619861,80,7.882679551,78,60,44,6.669198168,53.08333333,22
Barley,Clay,6.25,27.19151852,72.80848148,6.169432671,60,50,40,21.26826701,43.75,72
Soybean,Peaty,5.5,23.31471257,76.68528743,10.41374956,49.5,45,38.5,37.41693203,22.16666667,76
Corn,Clay,6.25,26.62788908,73.37211092,6.333471805,72,55,40,27.26699939,48.70833333,46
Barley,Sandy,6.75,25.08085899,74.91914101,10.41205744,50,40,30,36.18234982,35,27
Soybean,Clay,6.25,29.29242586,70.70757414,12.50682408,54,50,44,4.606172464,43.16666667,30
Corn,Loamy,6.5,24.03040729,75.96959271,8.893181683,84,66,50,60.97227851,66.66666667,77
Rice,Clay,6.25,15.37270891,80,7.75320192,78,60,44,2.906736642,53.08333333,39
Rice,Sandy,6.75,22.85576037,77.14423963,11.24751051,65,48,33,57.7496403,42.58333333,40
Barley,Clay,6.25,29.78966028,70.21033972,8.772227635,60,50,40,1.628680092,43.75,72
Soybean,Peaty,5.5,26.99282033,73.00717967,7.391701756,49.5,45,38.5,19.01848879,22.16666667,39
Rice,Peaty,5.5,30.95542927,69.04457073,7.54418492,71.5,54,38.5,27.09309288,27.33333333,42
Rice,Clay,6.25,26.42028285,73.57971715,10.77272491,78,60,44,66.7893547,53.08333333,20
Corn,Sandy,6.75,24.71157199,75.28842801,9.108828376,60,44,30,32.6480836,39.08333333,73
Barley,Loamy,6.5,27.13907198,72.86092802,12.99914441,70,60,50,22.767305,60,94
Corn,Sandy,6.75,26.29355067,73.70644933,13.15447749,60,44,30,24.5047139,39.08333333,46
Rice,Clay,6.25,23.19211344,76.80788656,8.485841769,78,60,44,69.70867398,53.08333333,29
Soybean,Clay,6.25,19.66658648,80,10.14995811,54,50,44,65.6975515,43.16666667,81
Rice,Sandy,6.75,25.01987478,74.98012522,11.77743395,65,48,33,70.63343975,42.58333333,8
Barley,Clay,6.25,21.38434351,78.61565649,9.384147942,60,50,40,68.25294498,43.75,36
Soybean,Clay,6.25,24.69939643,75.30060357,5.991371499,54,50,44,41.58060107,43.16666667,45
Rice,Peaty,5.5,28.77832919,71.22167081,9.334335186,71.5,54,38.5,33.52658071,27.33333333,47
Rice,Sandy,6.75,27.0843759,72.9156241,6.518268541,65,48,33,47.25648307,42.58333333,55
Corn,Clay,6.25,25.12296192,74.87703808,10.11549546,72,55,40,29.39921368,48.70833333,65
Barley,Sandy,6.75,27.23193785,72.76806215,11.08528598,50,40,30,15.79799339,35,9
Soybean,Sandy,6.75,28.3498573,71.6501427,14.87762592,45,40,33,8.252791845,34.41666667,54
Barley,Peaty,5.5,29.46852282,70.53147718,12.89963275,55,45,35,2.516441535,22.5,86
Corn,Loamy,6.5,22.46714215,77.53285785,10.90623055,84,66,50,86.46209699,66.66666667,24
Soybean,Loamy,6.5,27.71706013,72.28293987,15.59753366,63,60,55,16.40990401,59.33333333,56
Soybean,Sandy,6.75,28.4469091,71.5530909,8.343851435,45,40,33,8.628794137,34.41666667,69
Barley,Peaty,5.5,29.42687299,70.57312701,9.144309052,55,45,35,2.598641761,22.5,74
Rice,Clay,6.25,25.60036113,74.39963887,14.31900694,78,60,44,71.33219765,53.08333333,48
Rice,Loamy,6.5,25.26328763,74.73671237,12.93537342,91,72,55,97.18563888,72.66666667,42
Soybean,Sandy,6.75,28.80205994,71.19794006,11.82352102,45,40,33,7.076066253,34.41666667,42
Corn,Loamy,6.5,23.49264141,76.50735859,8.896893021,84,66,50,62.07921857,66.66666667,38
Corn,Loamy,6.5,27.83097088,72.16902912,7.7518378,84,66,50,20.22598006,66.66666667,23
Rice,Clay,6.25,25.5016486,74.4983514,9.615209559,78,60,44,70.28093763,53.08333333,7
Rice,Clay,6.25,21.48325976,78.51674024,11.01806744,78,60,44,54.09643572,53.08333333,22
Soybean,Clay,6.25,27.21100652,72.78899348,7.795702916,54,50,44,18.09127361,43.16666667,25
Corn,Clay,6.25,28.78875384,71.21124616,4.479200846,72,55,40,10.33449887,48.70833333,61
Corn,Peaty,5.5,24.75242742,75.24757258,7.243126496,66,49.5,35,30.01018993,25.08333333,70
Rice,Sandy,6.75,30.24127763,69.75872237,15.43449065,65,48,33,32.90139289,42.58333333,2
Rice,Sandy,6.75,23.24772074,76.75227926,15.01860461,65,48,33,52.25615627,42.58333333,19
Soybean,Peaty,5.5,27.87938794,72.12061206,8.630790451,49.5,45,38.5,8.87366786,22.16666667,52
Barley,Sandy,6.75,23.32988571,76.67011429,8.459166093,50,40,30,41.6420106,35,100
Corn,Loamy,6.5,18.26224702,80,9.752393832,84,66,50,82.06643848,66.66666667,67
Barley,Clay,6.25,28.39222107,71.60777893,10.00575135,60,50,40,11.01960207,43.75,95
Rice,Loamy,6.5,28.78909019,71.21090981,13.24754391,91,72,55,70.24003208,72.66666667,38
Barley,Peaty,5.5,28.17010147,71.82989853,6.475835256,55,45,35,9.106634641,22.5,87
Corn,Loamy,6.5,29.25311706,70.74688294,9.868224601,84,66,50,7.81142737,66.66666667,27
Soybean,Peaty,5.5,28.37250516,71.62749484,12.11164278,49.5,45,38.5,9.119489817,22.16666667,8
Corn,Clay,6.25,28.00512456,71.99487544,9.93669647,72,55,40,15.60689252,48.70833333,91
Rice,Sandy,6.75,31.59611461,68.40388539,10.2721964,65,48,33,22.27005031,42.58333333,42
Corn,Sandy,6.75,23.94003083,76.05996917,10.07971589,60,44,30,42.01844049,39.08333333,86
Barley,Loamy,6.5,27.0707718,72.9292282,7.363278857,70,60,50,22.08320155,60,77
Corn,Sandy,6.75,27.5927651,72.4072349,10.26440581,60,44,30,14.58357693,39.08333333,56
Corn,Sandy,6.75,25.65591344,74.34408656,14.77889229,60,44,30,31.424189,39.08333333,35
Corn,Sandy,6.75,26.81676269,73.18323731,11.34221435,60,44,30,19.77913788,39.08333333,46
Rice,Loamy,6.5,27.15478994,72.84521006,11.53063044,91,72,55,93.87888659,72.66666667,1
Soybean,Sandy,6.75,28.31970985,71.68029015,13.21169893,45,40,33,8.831514133,34.41666667,80
Rice,Loamy,6.5,30.64493668,69.35506332,15.84998674,91,72,55,43.09909061,72.66666667,42
Soybean,Loamy,6.5,27.95724696,72.04275304,15.3772062,63,60,55,14.91901634,59.33333333,14
Rice,Clay,6.25,29.8269067,70.1730933,15.4598157,78,60,44,44.02162954,53.08333333,50
Soybean,Peaty,5.5,28.45905535,71.54094465,10.67990925,49.5,45,38.5,8.017081532,22.16666667,59
Rice,Loamy,6.5,29.38060797,70.61939203,11.13413878,91,72,55,71.86081196,72.66666667,24
Rice,Clay,6.25,29.94062011,70.05937989,9.68644047,78,60,44,37.89740089,53.08333333,35
Corn,Loamy,6.5,28.62694354,71.37305646,8.562389877,84,66,50,14.44150184,66.66666667,26
Rice,Loamy,6.5,29.71607183,70.28392817,12.59371592,91,72,55,60.85545417,72.66666667,40
Rice,Sandy,6.75,29.82694626,70.17305374,3.840816251,65,48,33,38.78716974,42.58333333,58
Corn,Peaty,5.5,28.92363712,71.07636288,14.07072888,66,49.5,35,6.962597753,25.08333333,44
Soybean,Loamy,6.5,15.57035647,80,10.74866929,63,60,55,43.83739322,59.33333333,49
Corn,Sandy,6.75,19.5398773,80,3.975027986,60,44,30,64.17651998,39.08333333,18
Barley,Clay,6.25,17.70051079,80,12.19673256,60,50,40,61.29650982,43.75,94
Soybean,Loamy,6.5,14.66179118,80,7.066653266,63,60,55,46.5066824,59.33333333,55
Corn,Sandy,6.75,24.46568296,75.53431704,8.900974969,60,44,30,35.84858886,39.08333333,48
Soybean,Sandy,6.75,12.68558031,80,11.29437987,45,40,33,14.1920003,34.41666667,26
Corn,Clay,6.25,19.69934488,80,14.56731673,72,55,40,73.71561222,48.70833333,3
Soybean,Clay,6.25,18.46376887,80,14.10728375,54,50,44,58.91290293,43.16666667,43
Corn,Sandy,6.75,11.55291005,80,9.791907684,60,44,30,10.31198858,39.08333333,72
Rice,Sandy,6.75,25.85038532,74.14961468,9.185325089,65,48,33,54.71948064,42.58333333,7
Barley,Sandy,6.75,21.87086271,78.12913729,2.43745898,50,40,30,47.02560409,35,50
Soybean,Clay,6.25,16.3456719,80,9.572546255,54,50,44,43.79459046,43.16666667,36
Corn,Peaty,5.5,24.79794344,75.20205656,8.937565938,66,49.5,35,29.20005084,25.08333333,80
Rice,Loamy,6.5,24.21196845,75.78803155,16.20530602,91,72,55,93.65023726,72.66666667,14
Barley,Loamy,6.5,28.37668258,71.62331742,13.49564024,70,60,50,13.42023463,60,46
Soybean,Clay,6.25,18.65245957,80,10.20744945,54,50,44,61.86152746,43.16666667,31
Barley,Clay,6.25,20.53551226,79.46448774,9.575012104,60,50,40,69.47317377,43.75,50
Soybean,Clay,6.25,18.09534941,80,10.93993304,54,50,44,58.4891381,43.16666667,92
Corn,Sandy,6.75,16.02013878,80,10.82189127,60,44,30,36.90685443,39.08333333,72
Barley,Peaty,5.5,24.55472202,75.44527798,7.574064529,55,45,35,33.00368789,22.5,100
Soybean,Sandy,6.75,20.93287219,79.06712781,9.316768808,45,40,33,36.5719091,34.41666667,5
Barley,Sandy,6.75,22.08436531,77.91563469,10.29645766,50,40,30,47.89752297,35,95
Soybean,Loamy,6.5,18.52471905,80,8.611431143,63,60,55,78.24338185,59.33333333,88
Corn,Clay,6.25,25.87178007,74.12821993,6.787049558,72,55,40,35.71400718,48.70833333,48
Rice,Sandy,6.75,18.73933294,80,9.606939694,65,48,33,20.38538937,42.58333333,56
Barley,Clay,6.25,19.01743543,80,8.806312859,60,50,40,62.92728517,43.75,80
Soybean,Loamy,6.5,22.18491822,77.81508178,12.40373336,63,60,55,73.78254423,59.33333333,19
Corn,Peaty,5.5,10.57171026,80,5.643574194,66,49.5,35,2.827261843,25.08333333,23
Rice,Loamy,6.5,23.32880027,76.67119973,16.84570875,91,72,55,85.73615506,72.66666667,21
Barley,Clay,6.25,17.66725777,80,11.89343413,60,50,40,50.44538076,43.75,37
Corn,Loamy,6.5,16.43855357,80,8.694583756,84,66,50,55.91961899,66.66666667,38
Soybean,Loamy,6.5,15.33440456,80,12.02041839,63,60,55,46.30392615,59.33333333,1
Corn,Clay,6.25,20.17571112,79.82428888,15.82361802,72,55,40,78.65109305,48.70833333,51
Barley,Sandy,6.75,15.02571824,80,11.82918693,50,40,30,29.56511771,35,6
Soybean,Peaty,5.5,18.58708308,80,8.732025914,49.5,45,38.5,42.30077312,22.16666667,30
Soybean,Peaty,5.5,18.42939951,80,10.78055506,49.5,45,38.5,41.27501782,22.16666667,23
Corn,Sandy,6.75,24.32630647,75.67369353,8.814859443,60,44,30,37.229122,39.08333333,7
Barley,Loamy,6.5,24.9398108,75.0601892,2.613639667,70,60,50,36.52600817,60,66
Soybean,Peaty,5.5,18.38462129,80,14.00671137,49.5,45,38.5,48.95618285,22.16666667,90
Corn,Clay,6.25,20.30332499,79.69667501,13.08145311,72,55,40,83.1366852,48.70833333,2
Rice,Peaty,5.5,15.56687694,80,12.25001708,71.5,54,38.5,3.648132206,27.33333333,52
Soybean,Clay,6.25,20.44049306,79.55950694,8.219123988,54,50,44,72.65621274,43.16666667,37
Corn,Peaty,5.5,15.53613346,80,8.638165318,66,49.5,35,36.38342817,25.08333333,22
Rice,Clay,6.25,20.07515018,79.92484982,11.86025104,78,60,44,41.83681788,53.08333333,5
Barley,Peaty,5.5,24.23790159,75.76209841,10.37895425,55,45,35,31.64925233,22.5,2
Soybean,Peaty,5.5,24.31377296,75.68622704,7.509788515,49.5,45,38.5,29.39812667,22.16666667,91
Corn,Clay,6.25,24.7589083,75.2410917,12.34407436,72,55,40,41.79269947,48.70833333,93
Barley,Clay,6.25,18.33342503,80,8.881291009,60,50,40,62.87793597,43.75,84
Soybean,Sandy,6.75,27.16816804,72.83183196,4.421010878,45,40,33,14.35802433,34.41666667,20
Corn,Loamy,6.5,28.88259346,71.11740654,5.8184156,84,66,50,10.07960671,66.66666667,51
Rice,Loamy,6.5,22.97349265,77.02650735,10.25418982,91,72,55,90.09834001,72.66666667,45
Barley,Sandy,6.75,26.82643068,73.17356932,7.172750765,50,40,30,20.58779899,35,94
Soybean,Sandy,6.75,12.46357164,80,8.539309428,45,40,33,14.95090375,34.41666667,34
Corn,Clay,6.25,17.73775897,80,7.507642111,72,55,40,59.37641386,48.70833333,8
Soybean,Clay,6.25,19.74235281,80,7.572782014,54,50,44,72.49582018,43.16666667,24
Corn,Sandy,6.75,19.1837342,80,12.17226302,60,44,30,63.43832884,39.08333333,70
Barley,Clay,6.25,14.61161441,80,9.448508259,60,50,40,30.50226491,43.75,79
Soybean,Clay,6.25,11.16808668,80,14.57599982,54,50,44,8.587897635,43.16666667,8
Corn,Sandy,6.75,22.17131825,77.82868175,4.924116341,60,44,30,53.79456937,39.08333333,56
Barley,Sandy,6.75,25.68171398,74.31828602,11.50378937,50,40,30,21.89033022,35,48
Corn,Sandy,6.75,21.07491409,78.92508591,7.523668315,60,44,30,59.03408649,39.08333333,20
Barley,Sandy,6.75,20.38883734,79.61116266,8.362032571,50,40,30,47.92069673,35,27
Soybean,Sandy,6.75,11.69637752,80,12.5738458,45,40,33,10.79163558,34.41666667,28
Corn,Sandy,6.75,13.29025598,80,6.571488676,60,44,30,17.73957038,39.08333333,40
Soybean,Peaty,5.5,22.81419998,77.18580002,9.554958464,49.5,45,38.5,31.52013471,22.16666667,86
Corn,Peaty,5.5,21.76176055,78.23823945,9.021920385,66,49.5,35,55.46057309,25.08333333,97
Barley,Loamy,6.5,25.78290826,74.21709174,10.58084948,70,60,50,35.46313131,60,62
Soybean,Loamy,6.5,22.78548979,77.21451021,6.725412673,63,60,55,61.41535714,59.33333333,35
Corn,Clay,6.25,23.17141967,76.82858033,9.295410197,72,55,40,52.00475283,48.70833333,34
Barley,Peaty,5.5,27.93700301,72.06299699,11.31256388,55,45,35,12.77793316,22.5,18
Soybean,Loamy,6.5,20.86421155,79.13578845,11.39805469,63,60,55,82.38007528,59.33333333,42
Corn,Clay,6.25,23.72384565,76.27615435,10.50828425,72,55,40,49.55025595,48.70833333,82
Barley,Clay,6.25,11.917432,80,16.91691051,60,50,40,12.27424586,43.75,39
Soybean,Clay,6.25,21.94664054,78.05335946,12.76049818,54,50,44,55.0459095,43.16666667,89
Corn,Clay,6.25,17.2981419,80,13.62209838,72,55,40,61.45547442,48.70833333,27
Rice,Clay,6.25,17.72328788,80,8.938423112,78,60,44,28.64107275,53.08333333,11
Barley,Sandy,6.75,25.27310314,74.72689686,8.129222424,50,40,30,25.22857213,35,15
Soybean,Clay,6.25,22.50971094,77.49028906,15.81323129,54,50,44,45.470605,43.16666667,14
Corn,Clay,6.25,13.81487674,80,10.34679022,72,55,40,30.17143183,48.70833333,6
Corn,Peaty,5.5,19.87839705,80,8.765353155,66,49.5,35,55.21984661,25.08333333,4
Barley,Loamy,6.5,24.80402933,75.19597067,7.846440357,70,60,50,50.48549255,60,74
Corn,Peaty,5.5,19.80980111,80,8.623210887,66,49.5,35,71.61996111,25.08333333,12
Barley,Sandy,6.75,26.50312701,73.49687299,11.96127678,50,40,30,19.82230126,35,71
Soybean,Peaty,5.5,18.50780658,80,9.043708933,49.5,45,38.5,46.50811884,22.16666667,6
Soybean,Loamy,6.5,11.74124416,80,10.1030724,63,60,55,17.91736792,59.33333333,100
Corn,Peaty,5.5,12.49702706,80,10.09874339,66,49.5,35,15.43471702,25.08333333,65
Rice,Sandy,6.75,23.82718747,76.17281253,14.43316089,65,48,33,62.71940323,42.58333333,57
Barley,Clay,6.25,18.72406414,80,12.96490163,60,50,40,56.46568083,43.75,51
Soybean,Loamy,6.5,22.97827888,77.02172112,8.176204671,63,60,55,61.4656495,59.33333333,100
Soybean,Sandy,6.75,24.93930791,75.06069209,11.37761254,45,40,33,30.96844509,34.41666667,94
Barley,Clay,6.25,28.83619536,71.16380464,5.874221557,60,50,40,7.133110473,43.75,99
Soybean,Sandy,6.75,21.69157916,78.30842084,6.596856473,45,40,33,40.03756298,34.41666667,93
Corn,Clay,6.25,17.4865565,80,10.49842184,72,55,40,52.5591273,48.70833333,93
Rice,Sandy,6.75,23.80800491,76.19199509,8.655971515,65,48,33,63.41884514,42.58333333,43
Barley,Peaty,5.5,17.71040872,80,9.089681839,55,45,35,38.30264098,22.5,32
Barley,Peaty,5.5,14.72809902,80,5.571035036,55,45,35,27.91222006,22.5,54
Soybean,Peaty,5.5,25.57045143,74.42954857,10.01439214,49.5,45,38.5,23.02156669,22.16666667,71
Corn,Loamy,6.5,17.56453422,80,12.07940561,84,66,50,76.02699388,66.66666667,4
Barley,Peaty,5.5,19.43936778,80,7.476735619,55,45,35,40.7610447,22.5,85
Soybean,Peaty,5.5,18.15627845,80,7.631512616,49.5,45,38.5,47.72205941,22.16666667,50
Corn,Sandy,6.75,28.2698377,71.7301623,11.23937536,60,44,30,10.48893184,39.08333333,54
Barley,Sandy,6.75,27.07674073,72.92325927,12.39720422,50,40,30,16.21112677,35,20
Soybean,Peaty,5.5,26.98077899,73.01922101,12.52992888,49.5,45,38.5,16.27950763,22.16666667,80
Corn,Sandy,6.75,25.81720796,74.18279204,15.90627193,60,44,30,28.80802021,39.08333333,96
Barley,Peaty,5.5,16.23105455,80,10.18236305,55,45,35,34.83619567,22.5,75
Soybean,Clay,6.25,21.9465119,78.0534881,14.80194087,54,50,44,49.15635878,43.16666667,27
Corn,Peaty,5.5,17.38792636,80,12.60468776,66,49.5,35,41.55500275,25.08333333,69
Soybean,Sandy,6.75,18.56800759,80,8.495754859,45,40,33,42.84320992,34.41666667,7
Corn,Peaty,5.5,19.20399303,80,11.49946491,66,49.5,35,44.37552111,25.08333333,97
Barley,Peaty,5.5,20.12833228,79.87166772,10.73587523,55,45,35,46.68360579,22.5,57
Soybean,Peaty,5.5,23.03601995,76.96398005,6.778970513,49.5,45,38.5,38.61331602,22.16666667,55
Corn,Clay,6.25,17.21313836,80,15.43466732,72,55,40,60.53159154,48.70833333,53
Corn,Sandy,6.75,22.5345786,77.4654214,7.977025758,60,44,30,48.51796442,39.08333333,56
Barley,Sandy,6.75,22.31612228,77.68387772,6.869983895,50,40,30,47.23279975,35,44
Soybean,Clay,6.25,21.25501772,78.74498228,10.53824251,54,50,44,52.15320493,43.16666667,65
Corn,Loamy,6.5,20.46371533,79.53628467,10.55393848,84,66,50,82.57165462,66.66666667,4
Rice,Peaty,5.5,21.3366914,78.6633086,10.24241842,71.5,54,38.5,40.57514037,27.33333333,25
Barley,Loamy,6.5,14.67952924,80,11.25563296,70,60,50,33.95383548,60,69
Soybean,Peaty,5.5,17.61231731,80,6.829906485,49.5,45,38.5,36.88605642,22.16666667,15
Barley,Clay,6.25,18.0154335,80,9.820668669,60,50,40,56.66204901,43.75,28
Soybean,Sandy,6.75,20.82745782,79.17254218,12.89841898,45,40,33,45.61105807,34.41666667,56
Barley,Peaty,5.5,12.94766292,80,10.87341429,55,45,35,17.12356719,22.5,24
Soybean,Clay,6.25,19.48675713,80,14.09082189,54,50,44,63.76794711,43.16666667,97
Corn,Peaty,5.5,25.69642315,74.30357685,9.87485276,66,49.5,35,21.34974716,25.08333333,81
Barley,Sandy,6.75,16.42979128,80,9.205264646,50,40,30,31.44327412,35,75
Soybean,Peaty,5.5,18.34110614,80,5.414226111,49.5,45,38.5,45.75269452,22.16666667,83
Corn,Peaty,5.5,27.2726923,72.7273077,11.80030562,66,49.5,35,16.78485698,25.08333333,85
Barley,Peaty,5.5,21.22617924,78.77382076,11.22592858,55,45,35,45.73392094,22.5,32
Soybean,Loamy,6.5,24.25964535,75.74035465,12.74460339,63,60,55,51.42524478,59.33333333,47
Corn,Sandy,6.75,23.01871105,76.98128895,11.56364737,60,44,30,35.17398817,39.08333333,85
Barley,Peaty,5.5,26.89659977,73.10340023,7.787698333,55,45,35,16.37536308,22.5,14
Corn,Sandy,6.75,19.27834766,80,3.126121579,60,44,30,52.51026675,39.08333333,56
Barley,Sandy,6.75,17.39653833,80,9.613677236,50,40,30,36.21455535,35,29
Soybean,Sandy,6.75,23.17979643,76.82020357,7.64129119,45,40,33,38.98479894,34.41666667,75
Barley,Loamy,6.5,13.93235276,80,15.98237122,70,60,50,36.1575875,60,55
Soybean,Peaty,5.5,23.39369777,76.60630223,5.190462292,49.5,45,38.5,42.66464737,22.16666667,6
Barley,Sandy,6.75,25.51174428,74.48825572,8.079560485,50,40,30,26.69928076,35,35
Soybean,Clay,6.25,17.50297155,80,10.00575135,54,50,44,49.83478024,43.16666667,85
Barley,Peaty,5.5,22.95785509,77.04214491,9.272562838,55,45,35,34.03554896,22.5,95
Soybean,Clay,6.25,25.74128921,74.25871079,11.89371256,54,50,44,35.31572739,43.16666667,52
Rice,Clay,6.25,15.74376694,80,7.608225078,78,60,44,5.888882911,53.08333333,51
Barley,Peaty,5.5,13.84651387,80,12.00165682,55,45,35,22.81451024,22.5,9
Soybean,Loamy,6.5,16.50224418,80,7.558189292,63,60,55,63.67767986,59.33333333,25
Corn,Loamy,6.5,24.4372251,75.5627749,10.99207968,84,66,50,48.90097042,66.66666667,51
Barley,Peaty,5.5,21.68300714,78.31699286,14.65848796,55,45,35,37.66597002,22.5,99
